Date,FIPS,Week,Dist_Total,Dist_Janssen,Dist_Moderna,Dist_Pfizer,Given_Total,Given_Janssen,Given_Moderna,Given_Pfizer
2021-02-23,55,8,1401205,0,0,0,1259647,0,543810,715730
2021-02-23,40,8,1173350,0,0,0,906583,0,432084,474495
2021-02-23,32,8,719880,0,0,0,598423,0,280662,317761
2021-02-23,12,8,5483265,0,0,0,4406005,0,2214395,2187619
2021-02-23,27,8,1345050,0,0,0,1170259,0,497753,672385
2021-02-23,44,8,272255,0,0,0,211660,0,124303,87357
2021-02-23,8,8,1417245,0,0,0,1233466,0,613307,619850
2021-02-23,9,8,1025755,0,0,0,892882,0,396863,496009
2021-02-22,22,8,1043200,0,0,0,903226,0,361922,540614
2021-02-22,37,8,2363200,0,0,0,2105120,0,828532,1276259
2021-02-22,30,8,259215,0,0,0,240814,0,138128,102625
2021-02-22,53,8,1619340,0,0,0,1479352,0,757953,720721
2021-02-22,42,8,2989725,0,0,0,2358058,0,1227056,1130945
2021-02-22,11,8,225125,0,0,0,164207,0,64744,99463
2021-02-22,39,8,2518775,0,0,0,2196607,0,1200044,995386
2021-02-22,21,8,1006050,0,0,0,839508,0,446821,392655
2021-02-22,10,8,204200,0,0,0,183901,0,93003,90873
2021-02-22,45,8,1066275,0,0,0,932588,0,315015,616701
2021-02-22,28,8,650750,0,0,0,499055,0,282505,216305
2021-02-22,20,8,645800,0,0,0,514728,0,287620,227067
2021-02-22,17,8,2924925,0,0,0,2354395,0,1152940,1200644
2021-02-22,55,8,1301825,0,0,0,1252322,0,541526,710689
2021-02-22,4,8,1688255,0,0,0,1506572,0,661376,844911
2021-02-22,27,8,1284150,0,0,0,1138309,0,486699,651489
2021-02-22,34,8,1917150,0,0,0,1711610,0,926991,784144
2021-02-22,41,8,924575,0,0,0,844210,0,393051,450461
2021-02-22,16,8,358200,0,0,0,336243,0,185818,150304
2021-02-22,19,8,707865,0,0,0,611188,0,362610,248459
2021-02-22,31,8,482975,0,0,0,380648,0,199527,180483
2021-02-22,48,8,5652800,0,0,0,4711180,0,2401241,2309795
2021-02-22,32,8,646450,0,0,0,586518,0,277484,309034
2021-02-22,33,8,328525,0,0,0,267893,0,158831,109035
2021-02-22,49,8,658750,0,0,0,610874,0,295254,315620
2021-02-22,40,8,1061775,0,0,0,891227,0,425783,465440
2021-02-22,51,8,1949525,0,0,0,1735451,0,785425,949944
2021-02-22,6,8,9178020,0,0,0,7604725,0,3752025,3852624
2021-02-22,1,8,1082100,0,0,0,793614,0,418214,375400
2021-02-22,18,8,1487400,0,0,0,1292340,0,602248,689156
2021-02-22,26,8,2279240,0,0,0,1972201,0,797647,1174554
2021-02-22,5,8,691525,0,0,0,535413,0,240848,294530
2021-02-22,2,8,299935,0,0,0,238279,0,108951,129275
2021-02-22,23,8,335375,0,0,0,297116,0,156827,140269
2021-02-22,36,8,4171175,0,0,0,3711664,0,1921323,1789954
2021-02-22,50,8,163550,0,0,0,141436,0,76944,64361
2021-02-22,8,8,1348800,0,0,0,1231699,0,612208,619182
2021-02-22,24,8,1450000,0,0,0,1111529,0,547224,563714
2021-02-22,44,8,246175,0,0,0,206034,0,120551,85483
2021-02-22,35,8,605885,0,0,0,604732,0,258223,345945
2021-02-22,12,8,5120975,0,0,0,4390626,0,2204830,2181839
2021-02-22,54,8,481225,0,0,0,465593,0,230200,235393
2021-02-22,25,8,1737170,0,0,0,1468992,0,715037,753928
2021-02-22,46,8,266970,0,0,0,235964,0,123176,112775
2021-02-22,15,8,397750,0,0,0,331321,0,97391,140170
2021-02-22,9,8,984275,0,0,0,882777,0,394421,488346
2021-02-22,47,8,1478150,0,0,0,1130834,0,521355,608382
2021-02-22,29,8,1275555,0,0,0,1103908,0,391838,711925
2021-02-22,13,8,2292085,0,0,0,1873683,0,1053210,820296
2021-02-22,38,8,198650,0,0,0,196365,0,100834,95531
2021-02-22,56,8,150905,0,0,0,135635,0,71675,63923
2021-02-21,12,8,5120975,0,0,0,4387051,0,2202482,2180612
2021-02-21,24,8,1450000,0,0,0,1087762,0,537565,549614
2021-02-21,8,8,1348800,0,0,0,1202161,0,604228,597628
2021-02-21,28,8,650750,0,0,0,491117,0,278620,212252
2021-02-21,41,8,924575,0,0,0,821720,0,382428,438598
2021-02-21,16,8,358200,0,0,0,326336,0,180595,145620
2021-02-21,26,8,2279240,0,0,0,1933648,0,774392,1159256
2021-02-21,40,8,1061775,0,0,0,865961,0,413911,452046
2021-02-21,55,8,1301825,0,0,0,1230619,0,532551,697961
2021-02-21,32,8,646450,0,0,0,569810,0,271962,297848
2021-02-21,51,8,1949525,0,0,0,1705294,0,775520,929692
2021-02-21,5,8,691525,0,0,0,528467,0,235971,292461
2021-02-21,22,8,1042225,0,0,0,894519,0,357499,536330
2021-02-21,4,8,1688255,0,0,0,1469676,0,645727,823667
2021-02-21,23,8,335375,0,0,0,268693,0,144040,124634
2021-02-21,35,8,605885,0,0,0,595951,0,252382,343008
2021-02-21,34,8,1917150,0,0,0,1689031,0,919813,768743
2021-02-21,54,8,481225,0,0,0,463513,0,228686,234827
2021-02-21,19,8,707865,0,0,0,599489,0,358066,241304
2021-02-21,29,8,1275555,0,0,0,1083721,0,382034,701543
2021-02-21,38,8,198650,0,0,0,194406,0,100244,94162
2021-02-21,27,8,1284150,0,0,0,1136840,0,485953,650766
2021-02-21,18,8,1487400,0,0,0,1269839,0,591146,677760
2021-02-21,2,8,299935,0,0,0,235141,0,107296,127792
2021-02-21,39,8,2518775,0,0,0,2140688,0,1180617,958914
2021-02-21,53,8,1619340,0,0,0,1444507,0,744925,698907
2021-02-21,36,8,4171175,0,0,0,3621973,0,1875217,1746370
2021-02-21,44,8,246175,0,0,0,198626,0,115420,83206
2021-02-21,31,8,482975,0,0,0,372655,0,198345,173674
2021-02-21,17,8,2924925,0,0,0,2339546,0,1147435,1191300
2021-02-21,45,8,1066275,0,0,0,910669,0,303722,606081
2021-02-21,10,8,204200,0,0,0,180940,0,91156,89759
2021-02-21,13,8,2292085,0,0,0,1850856,0,1043527,807152
2021-02-21,1,8,1082100,0,0,0,788613,0,416590,372023
2021-02-21,30,8,259215,0,0,0,237099,0,135892,101146
2021-02-21,56,8,150905,0,0,0,129470,0,68408,61025
2021-02-21,9,8,984275,0,0,0,860534,0,384265,476259
2021-02-21,15,8,397750,0,0,0,322966,0,94549,134657
2021-02-21,49,8,658750,0,0,0,610580,0,294960,315620
2021-02-21,37,8,2363200,0,0,0,2068505,0,815428,1252748
2021-02-21,20,8,645800,0,0,0,509332,0,285355,223936
2021-02-21,50,8,163550,0,0,0,137144,0,74539,62477
2021-02-21,48,8,5652800,0,0,0,4673868,0,2380133,2293591
2021-02-21,25,8,1737170,0,0,0,1426512,0,701376,725109
2021-02-21,42,8,2989725,0,0,0,2306828,0,1204121,1102652
2021-02-21,46,8,266970,0,0,0,232725,0,121714,110998
2021-02-21,11,8,225125,0,0,0,162674,0,64443,98231
2021-02-21,21,8,1006050,0,0,0,824007,0,441591,382384
2021-02-21,33,8,328525,0,0,0,260809,0,155228,105554
2021-02-21,6,8,9178020,0,0,0,7453468,0,3695218,3758174
2021-02-21,47,8,1478150,0,0,0,1117120,0,516630,599398
2021-02-20,12,7,5120975,0,0,0,4205898,0,2118698,2083431
2021-02-20,19,7,707865,0,0,0,577374,0,345729,231526
2021-02-20,38,7,198650,0,0,0,188496,0,96960,91536
2021-02-20,37,7,2363200,0,0,0,2008811,0,786983,1221499
2021-02-20,44,7,246175,0,0,0,190896,0,110493,80403
2021-02-20,53,7,1619340,0,0,0,1407229,0,727625,678943
2021-02-20,30,7,259215,0,0,0,228890,0,131217,97613
2021-02-20,28,7,650750,0,0,0,481424,0,272026,209153
2021-02-20,27,7,1284150,0,0,0,1097316,0,470887,626311
2021-02-20,23,7,335375,0,0,0,268322,0,143706,124597
2021-02-20,6,7,9178020,0,0,0,7201713,0,3589280,3612410
2021-02-20,41,7,924575,0,0,0,794779,0,370900,423197
2021-02-20,32,7,646450,0,0,0,555742,0,265823,289919
2021-02-20,49,7,658750,0,0,0,610074,0,294454,315620
2021-02-20,22,7,1012000,0,0,0,877683,0,348006,528993
2021-02-20,34,7,1809900,0,0,0,1648599,0,902564,745560
2021-02-20,33,7,328525,0,0,0,250296,0,148354,101915
2021-02-20,31,7,482975,0,0,0,360582,0,194347,165632
2021-02-20,50,7,159650,0,0,0,132112,0,71367,60635
2021-02-20,21,7,998250,0,0,0,796952,0,428107,368815
2021-02-20,8,7,1348800,0,0,0,1167895,0,586794,580812
2021-02-20,5,7,691525,0,0,0,520904,0,231706,289167
2021-02-20,13,7,2292085,0,0,0,1786755,0,1003182,783400
2021-02-20,39,7,2504150,0,0,0,2066995,0,1144753,921127
2021-02-20,47,7,1477175,0,0,0,1097826,0,506888,589873
2021-02-20,17,7,2924725,0,0,0,2261482,0,1112066,1148628
2021-02-20,40,7,1061775,0,0,0,830903,0,397352,433547
2021-02-20,55,7,1301825,0,0,0,1188631,0,515355,673173
2021-02-20,42,7,2989725,0,0,0,2231800,0,1166795,1064951
2021-02-20,4,7,1688255,0,0,0,1425295,0,626930,798098
2021-02-20,9,7,984275,0,0,0,847820,0,381009,466801
2021-02-20,16,7,358200,0,0,0,313466,0,174674,138685
2021-02-20,11,7,225125,0,0,0,159640,0,63018,96622
2021-02-20,18,7,1487400,0,0,0,1234416,0,573459,660085
2021-02-20,26,7,2279240,0,0,0,1884038,0,747273,1136765
2021-02-20,45,7,1066275,0,0,0,879776,0,290334,588606
2021-02-20,56,7,150905,0,0,0,129060,0,68133,60890
2021-02-20,29,7,1275555,0,0,0,1042872,0,367104,675625
2021-02-20,24,7,1450000,0,0,0,1054467,0,519648,534253
2021-02-20,10,7,204200,0,0,0,180600,0,90990,89585
2021-02-20,54,7,481225,0,0,0,458087,0,224390,233697
2021-02-20,36,7,4165325,0,0,0,3535997,0,1834351,1701267
2021-02-20,1,7,1078800,0,0,0,776936,0,409613,367323
2021-02-20,46,7,266970,0,0,0,225848,0,117774,108061
2021-02-20,15,7,397750,0,0,0,312730,0,91812,127158
2021-02-20,35,7,605885,0,0,0,578916,0,244885,333515
2021-02-20,51,7,1948550,0,0,0,1671217,0,760896,910249
2021-02-20,48,7,5602100,0,0,0,4614697,0,2357624,2256929
2021-02-20,2,7,299935,0,0,0,227403,0,103664,123686
2021-02-20,20,7,645800,0,0,0,488738,0,274440,214257
2021-02-20,25,7,1737170,0,0,0,1375439,0,681828,693584
2021-02-19,28,7,647825,0,0,0,474304,0,267206,206853
2021-02-19,32,7,645250,0,0,0,522332,0,252576,269756
2021-02-19,16,7,357200,0,0,0,304647,0,169087,135455
2021-02-19,38,7,192100,0,0,0,182325,0,93656,88669
2021-02-19,1,7,1077600,0,0,0,739132,0,386970,352162
2021-02-19,27,7,1269275,0,0,0,1051784,0,450339,601327
2021-02-19,13,7,2286360,0,0,0,1720789,0,962514,758104
2021-02-19,4,7,1679175,0,0,0,1376405,0,602886,773256
2021-02-19,18,7,1487400,0,0,0,1194094,0,550215,643076
2021-02-19,15,7,397750,0,0,0,301369,0,87370,120239
2021-02-19,8,7,1332775,0,0,0,1132448,0,567157,565011
2021-02-19,46,7,262800,0,0,0,218198,0,113869,104316
2021-02-19,55,7,1300325,0,0,0,1137395,0,491717,645580
2021-02-19,42,7,2989725,0,0,0,2184973,0,1139656,1045266
2021-02-19,40,7,1061775,0,0,0,813518,0,391229,422285
2021-02-19,29,7,1222875,0,0,0,1014248,0,354958,659148
2021-02-19,34,7,1809900,0,0,0,1604448,0,880465,723508
2021-02-19,26,7,2270370,0,0,0,1833886,0,718335,1115551
2021-02-19,20,7,624975,0,0,0,466718,0,263109,203571
2021-02-19,47,7,1466450,0,0,0,1083579,0,498476,584062
2021-02-19,56,7,150005,0,0,0,124310,0,65200,59080
2021-02-19,11,7,225125,0,0,0,157111,0,62256,94855
2021-02-19,22,7,987625,0,0,0,859565,0,338523,520364
2021-02-19,53,7,1601125,0,0,0,1362197,0,704323,657242
2021-02-19,54,7,481225,0,0,0,440614,0,216959,223655
2021-02-19,21,7,998250,0,0,0,779109,0,421671,357408
2021-02-19,6,7,9164130,0,0,0,6964603,0,3462795,3501808
2021-02-19,2,7,299935,0,0,0,216223,0,96050,120120
2021-02-19,10,7,204200,0,0,0,175305,0,88582,86698
2021-02-19,12,7,4971575,0,0,0,4198451,0,2114750,2079932
2021-02-19,41,7,922300,0,0,0,767637,0,360396,406573
2021-02-19,49,7,657150,0,0,0,584648,0,281162,303486
2021-02-19,19,7,669900,0,0,0,552706,0,331602,220985
2021-02-19,23,7,335375,0,0,0,268162,0,143552,124591
2021-02-19,5,7,691525,0,0,0,517271,0,229246,287994
2021-02-19,9,7,958925,0,0,0,822615,0,373187,449418
2021-02-19,51,7,1942700,0,0,0,1645485,0,747697,897718
2021-02-19,44,7,246175,0,0,0,181725,0,104863,76862
2021-02-19,17,7,2883925,0,0,0,2174539,0,1070156,1103652
2021-02-19,30,7,250795,0,0,0,221225,0,127104,94063
2021-02-19,31,7,472325,0,0,0,347754,0,188291,158910
2021-02-19,50,7,159650,0,0,0,127619,0,68685,58829
2021-02-19,48,7,5520100,0,0,0,4542622,0,2325521,2216957
2021-02-19,45,7,1064775,0,0,0,848054,0,271065,576195
2021-02-19,39,7,2504150,0,0,0,1999736,0,1114640,884046
2021-02-19,25,7,1580500,0,0,0,1316402,0,651819,664557
2021-02-19,36,7,4165325,0,0,0,3447521,0,1787468,1659686
2021-02-19,33,7,328525,0,0,0,241386,0,142461,98898
2021-02-19,24,7,1435375,0,0,0,1011323,0,494676,516102
2021-02-19,35,7,599575,0,0,0,562580,0,238216,323876
2021-02-19,37,7,2293000,0,0,0,1959215,0,768843,1190043
2021-02-18,54,7,441500,0,0,0,403532,0,187987,215545
2021-02-18,27,7,1200250,0,0,0,957275,0,407416,549745
2021-02-18,2,7,271550,0,0,0,199151,0,84348,114750
2021-02-18,33,7,321625,0,0,0,226863,0,131186,95650
2021-02-18,17,7,2706400,0,0,0,2037388,0,1000467,1036240
2021-02-18,1,7,1032175,0,0,0,672038,0,351746,320292
2021-02-18,53,7,1500325,0,0,0,1255764,0,657040,598120
2021-02-18,9,7,922075,0,0,0,767183,0,351895,415278
2021-02-18,11,7,193900,0,0,0,130437,0,56550,73887
2021-02-18,4,7,1396475,0,0,0,1202770,0,522976,679545
2021-02-18,38,7,163150,0,0,0,156751,0,77398,79353
2021-02-18,40,7,816650,0,0,0,700440,0,345219,355217
2021-02-18,32,7,593275,0,0,0,466981,0,227263,239718
2021-02-18,15,7,320950,0,0,0,247392,0,75574,78058
2021-02-18,28,7,616050,0,0,0,438364,0,241353,196766
2021-02-18,13,7,2145525,0,0,0,1569216,0,865322,703728
2021-02-18,19,7,648600,0,0,0,507650,0,300654,206877
2021-02-18,44,7,234500,0,0,0,159931,0,86569,73362
2021-02-18,56,7,127075,0,0,0,105426,0,51373,54024
2021-02-18,16,7,336650,0,0,0,278474,0,147437,130935
2021-02-18,24,7,1249925,0,0,0,930567,0,466467,463593
2021-02-18,21,7,950600,0,0,0,726168,0,400007,326132
2021-02-18,25,7,1526150,0,0,0,1214821,0,584970,629825
2021-02-18,23,7,321850,0,0,0,242445,0,126890,115537
2021-02-18,12,7,4700950,0,0,0,3819224,0,1938009,1877675
2021-02-18,20,7,581975,0,0,0,417825,0,226298,191489
2021-02-18,30,7,208225,0,0,0,190070,0,102645,87370
2021-02-18,35,7,454450,0,0,0,456034,0,195309,260272
2021-02-18,39,7,2402050,0,0,0,1861434,0,1040526,819961
2021-02-18,42,7,2731050,0,0,0,2002786,0,1033993,968742
2021-02-18,49,7,618325,0,0,0,551742,0,256788,294954
2021-02-18,50,7,151350,0,0,0,118184,0,60104,57984
2021-02-18,10,7,189050,0,0,0,159845,0,79237,80583
2021-02-18,34,7,1790200,0,0,0,1542174,0,840097,701602
2021-02-18,26,7,2174800,0,0,0,1718790,0,656594,1062196
2021-02-18,36,7,4022525,0,0,0,3253874,0,1683916,1569614
2021-02-18,55,7,1243125,0,0,0,1040145,0,440080,599973
2021-02-18,5,7,664225,0,0,0,490737,0,205688,285018
2021-02-18,6,7,8722400,0,0,0,6496140,0,3181195,3314945
2021-02-18,37,7,2119250,0,0,0,1782267,0,699262,1082676
2021-02-18,8,7,1282300,0,0,0,1053041,0,523405,529361
2021-02-18,29,7,1144775,0,0,0,915475,0,317902,597431
2021-02-18,45,7,939350,0,0,0,778113,0,229477,547892
2021-02-18,22,7,928425,0,0,0,795511,0,308729,486112
2021-02-18,51,7,1714800,0,0,0,1503786,0,694236,809481
2021-02-18,46,7,197050,0,0,0,171175,0,85558,85604
2021-02-18,48,7,5258675,0,0,0,4333726,0,2261238,2072488
2021-02-18,31,7,427000,0,0,0,305057,0,170919,133624
2021-02-18,41,7,878600,0,0,0,708570,0,333797,374116
2021-02-18,47,7,1410500,0,0,0,1014351,0,457601,555730
2021-02-18,18,7,1452900,0,0,0,1125976,0,502996,622222
2021-02-17,54,7,441500,0,0,0,396009,0,184934,211075
2021-02-17,37,7,2075375,0,0,0,1734825,0,680435,1054061
2021-02-17,5,7,649225,0,0,0,486949,0,203430,283488
2021-02-17,13,7,2131775,0,0,0,1473440,0,804699,668582
2021-02-17,24,7,1247775,0,0,0,903172,0,450403,452302
2021-02-17,31,7,427000,0,0,0,294904,0,164223,130193
2021-02-17,28,7,614100,0,0,0,438364,0,241353,196766
2021-02-17,16,7,334550,0,0,0,270169,0,142556,127520
2021-02-17,4,7,1396475,0,0,0,1164900,0,508175,656502
2021-02-17,2,7,271550,0,0,0,193617,0,82040,111524
2021-02-17,27,7,1165050,0,0,0,925182,0,394758,530311
2021-02-17,55,7,1238725,0,0,0,1012491,0,429092,583308
2021-02-17,1,7,1032175,0,0,0,650020,0,341997,308023
2021-02-17,35,7,454350,0,0,0,447379,0,190248,256698
2021-02-17,30,7,207250,0,0,0,184579,0,99817,84709
2021-02-17,34,7,1790200,0,0,0,1480413,0,804917,675021
2021-02-17,40,7,816650,0,0,0,696437,0,343453,352980
2021-02-17,15,7,320950,0,0,0,240715,0,72076,74879
2021-02-17,29,7,1138675,0,0,0,892006,0,310880,580988
2021-02-17,53,7,1500225,0,0,0,1225920,0,638436,586905
2021-02-17,32,7,593275,0,0,0,453012,0,221196,231816
2021-02-17,22,7,900725,0,0,0,791574,0,305819,485087
2021-02-17,38,7,163150,0,0,0,154087,0,76197,77890
2021-02-17,10,7,189050,0,0,0,155111,0,76651,78436
2021-02-17,50,7,150375,0,0,0,115964,0,58508,57367
2021-02-17,56,7,127075,0,0,0,100186,0,48357,51800
2021-02-17,9,7,916075,0,0,0,738191,0,336498,401684
2021-02-17,17,7,2694700,0,0,0,1996099,0,977656,1017793
2021-02-17,18,7,1447050,0,0,0,1113413,0,498562,614131
2021-02-17,42,7,2717400,0,0,0,1950185,0,1007021,943119
2021-02-17,46,7,189250,0,0,0,165865,0,83194,82658
2021-02-17,51,7,1714800,0,0,0,1460103,0,671393,788643
2021-02-17,12,7,4699950,0,0,0,3702569,0,1878920,1820353
2021-02-17,26,7,2146125,0,0,0,1680901,0,645964,1034937
2021-02-17,45,7,939350,0,0,0,755422,0,220347,534379
2021-02-17,49,7,605650,0,0,0,532635,0,247575,285060
2021-02-17,11,7,193900,0,0,0,128460,0,55607,72853
2021-02-17,41,7,878600,0,0,0,692781,0,324661,367474
2021-02-17,36,7,4018450,0,0,0,3178252,0,1644907,1533021
2021-02-17,47,7,1404675,0,0,0,999517,0,451512,547021
2021-02-17,21,7,911575,0,0,0,719857,0,396734,323094
2021-02-17,23,7,321850,0,0,0,242445,0,126890,115537
2021-02-17,44,7,234500,0,0,0,151436,0,78744,72692
2021-02-17,8,7,1230425,0,0,0,1024167,0,508133,515768
2021-02-17,19,7,619000,0,0,0,495487,0,291813,203555
2021-02-17,6,7,8406525,0,0,0,6323011,0,3092546,3230465
2021-02-17,20,7,581975,0,0,0,405166,0,218373,186760
2021-02-17,39,7,2373775,0,0,0,1825178,0,1022723,801516
2021-02-17,25,7,1526150,0,0,0,1170398,0,554868,615505
2021-02-17,48,7,5113175,0,0,0,4312301,0,2247138,2065163
2021-02-17,33,7,321625,0,0,0,218316,0,125967,92322
2021-02-16,16,7,333575,0,0,0,263625,0,139225,124309
2021-02-16,18,7,1445100,0,0,0,1091762,0,490397,600683
2021-02-16,33,7,321625,0,0,0,216649,0,125301,91321
2021-02-16,9,7,914075,0,0,0,711142,0,324095,387038
2021-02-16,6,7,8250650,0,0,0,6210992,0,3036226,3174766
2021-02-16,42,7,2711550,0,0,0,1832629,0,946128,886457
2021-02-16,2,7,271550,0,0,0,191008,0,80222,110733
2021-02-16,26,7,2134425,0,0,0,1657007,0,637069,1019938
2021-02-16,49,7,604675,0,0,0,532635,0,247575,285060
2021-02-16,56,7,122200,0,0,0,100186,0,48357,51800
2021-02-16,32,7,550375,0,0,0,446800,0,217170,229630
2021-02-16,44,7,234500,0,0,0,147019,0,76123,70896
2021-02-16,50,7,147425,0,0,0,114986,0,58129,56768
2021-02-16,41,7,862025,0,0,0,685214,0,319923,364646
2021-02-16,46,7,189250,0,0,0,162885,0,81559,81313
2021-02-16,8,7,1224575,0,0,0,1000597,0,497603,502731
2021-02-16,54,7,429800,0,0,0,393643,0,183528,210115
2021-02-16,4,7,1396475,0,0,0,1154583,0,501315,653055
2021-02-16,24,7,1231825,0,0,0,887943,0,444854,442663
2021-02-16,31,7,407500,0,0,0,290626,0,161365,128803
2021-02-16,51,7,1648500,0,0,0,1431501,0,655868,775566
2021-02-16,10,7,189050,0,0,0,152387,0,74990,77374
2021-02-16,20,7,581975,0,0,0,397247,0,214136,183078
2021-02-16,23,7,317850,0,0,0,238137,0,124676,113443
2021-02-16,13,7,2130100,0,0,0,1473440,0,804699,668582
2021-02-16,36,7,3993825,0,0,0,3110432,0,1605311,1504805
2021-02-16,22,7,895350,0,0,0,784976,0,302275,482033
2021-02-16,35,7,448500,0,0,0,443359,0,186964,255985
2021-02-16,1,7,1015775,0,0,0,636682,0,333870,302812
2021-02-16,5,7,631675,0,0,0,483438,0,201765,281643
2021-02-16,11,7,193900,0,0,0,126500,0,54891,71609
2021-02-16,39,7,2350375,0,0,0,1794982,0,1009175,784900
2021-02-16,21,7,903775,0,0,0,711588,0,392786,318773
2021-02-16,27,7,1165050,0,0,0,908875,0,385947,522816
2021-02-16,12,7,4597575,0,0,0,3598996,0,1823235,1772684
2021-02-16,38,7,162175,0,0,0,153427,0,75679,77748
2021-02-16,45,7,926750,0,0,0,738476,0,212782,525037
2021-02-16,34,7,1790200,0,0,0,1427336,0,777009,649852
2021-02-16,40,7,816650,0,0,0,694616,0,342343,352269
2021-02-16,28,7,614100,0,0,0,438364,0,241353,196766
2021-02-16,15,7,311200,0,0,0,237172,0,70447,72965
2021-02-16,53,7,1453425,0,0,0,1201284,0,623161,577554
2021-02-16,19,7,615100,0,0,0,485710,0,285785,199806
2021-02-16,25,7,1517375,0,0,0,1146860,0,543747,603088
2021-02-16,55,7,1223525,0,0,0,991691,0,418234,573371
2021-02-16,30,7,207250,0,0,0,181665,0,98718,82894
2021-02-16,47,7,1385925,0,0,0,992988,0,447724,544298
2021-02-16,29,7,1138575,0,0,0,878941,0,306829,571977
2021-02-16,48,7,5112975,0,0,0,4256383,0,2218537,2037846
2021-02-16,17,7,2661550,0,0,0,1954382,0,953537,1000234
2021-02-16,37,7,2074400,0,0,0,1684845,0,659898,1024618
2021-02-15,40,7,816650,0,0,0,691311,0,341459,349848
2021-02-15,21,7,892100,0,0,0,698961,0,386444,312488
2021-02-15,48,7,5099325,0,0,0,4198899,0,2190089,2008810
2021-02-15,13,7,2020275,0,0,0,1459132,0,795811,663162
2021-02-15,38,7,155375,0,0,0,153322,0,75590,77732
2021-02-15,39,7,2315100,0,0,0,1759362,0,992562,765894
2021-02-15,50,7,138025,0,0,0,110427,0,56225,54115
2021-02-15,5,7,630700,0,0,0,479972,0,200042,279900
2021-02-15,18,7,1393075,0,0,0,1081483,0,485555,595248
2021-02-15,22,7,895350,0,0,0,780048,0,298014,481366
2021-02-15,25,7,1502925,0,0,0,1121608,0,532431,589152
2021-02-15,19,7,598525,0,0,0,475891,0,280292,195480
2021-02-15,28,7,614100,0,0,0,435725,0,240457,195023
2021-02-15,24,7,1193175,0,0,0,871372,0,436820,434132
2021-02-15,26,7,1919975,0,0,0,1639969,0,626389,1013580
2021-02-15,1,7,965550,0,0,0,616375,0,320662,295713
2021-02-15,27,7,1134550,0,0,0,896350,0,374887,521351
2021-02-15,15,7,310600,0,0,0,233051,0,68907,70384
2021-02-15,9,7,857825,0,0,0,691374,0,316808,374557
2021-02-15,17,7,2569275,0,0,0,1914255,0,930588,983066
2021-02-15,34,7,1776775,0,0,0,1387222,0,755512,631235
2021-02-15,23,7,299375,0,0,0,235980,0,123334,112628
2021-02-15,10,7,188075,0,0,0,150460,0,73947,76490
2021-02-15,33,7,311875,0,0,0,212342,0,123343,88972
2021-02-15,16,7,329575,0,0,0,260589,0,137919,122579
2021-02-15,51,7,1596425,0,0,0,1399297,0,641575,757657
2021-02-15,56,7,122200,0,0,0,100186,0,48357,51800
2021-02-15,31,7,407500,0,0,0,289053,0,160309,128286
2021-02-15,44,7,228650,0,0,0,144148,0,75024,69124
2021-02-15,47,7,1364625,0,0,0,983864,0,444307,538591
2021-02-15,55,7,1082100,0,0,0,981403,0,409723,571594
2021-02-15,36,7,3988750,0,0,0,3027753,0,1553264,1474174
2021-02-15,4,7,1393575,0,0,0,1128191,0,486224,641754
2021-02-15,32,7,534775,0,0,0,442378,0,215325,227053
2021-02-15,49,7,579700,0,0,0,510267,0,233289,276978
2021-02-15,35,7,429950,0,0,0,428745,0,178789,249548
2021-02-15,46,7,182025,0,0,0,162324,0,81321,80990
2021-02-15,29,7,1129975,0,0,0,870955,0,300321,570499
2021-02-15,41,7,841550,0,0,0,678521,0,317291,360586
2021-02-15,53,7,1437825,0,0,0,1188095,0,617857,569669
2021-02-15,12,7,4544325,0,0,0,3520927,0,1784844,1733197
2021-02-15,30,7,200425,0,0,0,180285,0,98351,81881
2021-02-15,45,7,891650,0,0,0,726558,0,207146,518757
2021-02-15,8,7,1210475,0,0,0,973620,0,487869,485488
2021-02-15,11,7,193900,0,0,0,125258,0,54133,71125
2021-02-15,20,7,581975,0,0,0,394524,0,212939,181556
2021-02-15,42,7,2694525,0,0,0,1828070,0,942694,885332
2021-02-15,37,7,2067725,0,0,0,1663687,0,652252,1011106
2021-02-15,2,7,271550,0,0,0,189268,0,79624,109602
2021-02-15,6,7,8059425,0,0,0,6034839,0,2952896,3081943
2021-02-15,54,7,399600,0,0,0,388508,0,181634,206874
2021-02-14,2,7,271550,0,0,0,183831,0,76960,106841
2021-02-14,28,7,614100,0,0,0,427198,0,236753,190200
2021-02-14,15,7,310600,0,0,0,225188,0,65268,66160
2021-02-14,36,7,3969050,0,0,0,2925186,0,1491015,1433858
2021-02-14,10,7,188075,0,0,0,146437,0,71039,75375
2021-02-14,26,7,1919975,0,0,0,1604973,0,605271,999702
2021-02-14,19,7,597725,0,0,0,456512,0,270586,185807
2021-02-14,32,7,534775,0,0,0,428423,0,208015,220408
2021-02-14,56,7,122200,0,0,0,99099,0,48234,50836
2021-02-14,44,7,228650,0,0,0,141155,0,73697,67458
2021-02-14,24,7,1193075,0,0,0,850994,0,426035,424543
2021-02-14,17,7,2566675,0,0,0,1854228,0,894454,959183
2021-02-14,8,7,1210475,0,0,0,926807,0,468649,457915
2021-02-14,34,7,1776775,0,0,0,1349327,0,734427,614425
2021-02-14,39,7,2315100,0,0,0,1691925,0,962141,728880
2021-02-14,45,7,891650,0,0,0,704186,0,198434,505103
2021-02-14,55,7,1082100,0,0,0,955412,0,391671,563655
